SED_CODE_2016,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_0_4,F_Hong_Kong_5_14,F_Hong_Kong_15_24,F_Hong_Kong_25_44,F_Hong_Kong_45_54,F_Hong_Kong_55_64,F_Hong_Kong_65_74,F_Hong_Kong_75_84,F_Hong_Kong_85ov,F_Hong_Kong_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot
SED20106,9,31,855,863,197,106,37,24,8,2127,0,0,0,17,9,4,3,5,0,39,0,0,0,12,6,15,17,7,0,59,23,43,118,759,252,198,152,54,25,1617,0,0,0,33,12,6,3,3,0,56,0,5,25,138,10,6,11,3,3,202,3,3,9,125,35,20,33,8,9,252,0,8,4,23,34,63,156,177,48,502,9,5,32,147,19,18,12,0,0,248,27,26,36,510,41,27,13,0,3,680,0,9,154,246,23,19,12,3,0,455,3,4,6,101,5,4,0,0,0,122,0,0,0,8,3,0,0,3,0,17,3,0,26,245,31,12,12,4,3,339,3,7,21,129,17,37,55,35,5,315,5,3,25,147,32,13,4,0,0,231,7,7,69,270,20,0,3,0,0,371,0,0,0,12,6,0,3,0,0,22,3,7,142,384,51,68,19,6,0,682,0,0,0,0,3,11,19,11,6,45
SED20207,36,81,163,1231,260,277,75,30,9,2160,0,3,0,27,36,44,51,31,3,195,3,3,5,24,17,15,14,6,3,97,22,118,82,334,280,208,205,117,49,1411,0,0,16,63,38,16,16,0,0,154,0,0,7,29,10,4,3,5,0,56,0,4,7,40,31,15,53,21,13,194,0,8,3,21,29,53,64,36,14,228,5,13,15,80,20,28,3,0,0,166,81,197,176,2195,159,130,61,18,3,3031,3,21,29,333,31,24,11,3,0,460,0,12,7,86,10,8,0,0,0,126,0,0,0,23,10,9,0,3,0,43,3,20,12,75,24,20,9,17,3,174,0,7,6,33,43,74,83,71,39,356,3,7,7,68,22,3,3,3,0,116,4,35,24,177,25,7,6,0,0,289,3,7,8,79,42,29,13,3,0,185,11,42,63,335,82,68,25,9,3,636,0,0,7,18,35,122,178,107,22,494
SED20302,3,6,9,74,22,19,10,4,0,144,0,0,0,3,8,9,9,8,0,44,0,16,11,20,8,4,11,5,3,74,7,60,48,182,287,355,442,241,97,1722,0,3,8,32,9,3,6,0,0,60,0,0,0,3,5,3,3,0,0,13,0,3,5,21,15,33,57,27,19,181,0,0,0,0,6,4,11,10,6,43,0,0,0,13,4,5,4,0,0,27,26,32,34,420,46,45,26,4,0,632,0,3,3,40,3,7,5,0,0,63,0,0,0,6,3,0,0,0,0,19,0,0,0,3,0,0,0,0,0,7,3,5,0,16,11,10,16,14,3,87,0,0,3,5,9,31,44,46,22,159,0,4,0,13,9,0,3,0,0,30,0,0,6,11,0,0,0,0,0,19,0,0,5,10,3,0,0,0,0,14,0,13,13,31,19,10,10,0,0,94,0,0,0,0,0,10,25,4,3,46
SED20401,6,31,56,485,135,99,47,17,3,881,0,0,0,0,3,6,8,8,0,30,0,3,3,9,0,8,12,0,0,41,0,24,41,147,237,293,295,210,72,1328,0,3,3,13,7,4,8,0,0,46,0,0,0,3,8,5,7,0,0,22,0,7,6,23,13,32,78,81,64,308,0,3,0,4,11,10,17,16,4,65,3,9,19,95,33,32,12,0,0,198,3,33,53,398,62,45,32,11,7,649,0,3,10,59,16,7,3,4,0,109,3,7,5,57,13,16,7,3,0,117,0,0,0,0,0,0,0,0,0,3,0,4,0,19,14,13,23,6,5,86,0,0,0,12,8,28,31,27,16,119,0,3,3,25,6,3,0,3,0,46,0,6,6,56,13,6,3,0,0,99,0,3,0,3,3,8,0,0,0,15,3,24,20,153,40,43,32,9,4,324,0,0,0,0,0,9,10,3,0,28
SED20508,0,3,8,28,9,13,0,0,0,69,0,0,0,0,7,7,17,16,0,46,0,0,0,0,0,3,9,0,0,18,5,50,28,147,216,298,379,198,85,1410,0,0,0,3,3,5,0,0,0,17,0,3,0,6,0,0,4,0,0,15,0,3,3,11,6,35,70,22,30,182,0,0,0,0,5,12,18,21,0,66,0,0,0,4,0,3,0,0,0,12,0,9,0,29,9,17,6,4,3,84,0,0,0,10,3,0,7,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,25,7,15,15,6,0,73,0,0,0,3,8,33,39,36,15,133,0,3,0,11,3,3,4,0,0,24,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,6,0,0,0,30,0,0,0,3,0,19,38,14,0,78
SED20604,0,3,5,28,11,3,9,0,0,60,0,0,0,3,3,13,17,24,8,75,0,0,0,0,0,3,3,0,0,8,5,17,22,87,141,151,176,94,35,729,0,0,0,10,0,3,3,0,0,14,0,3,0,4,8,8,3,4,0,28,0,3,4,11,31,42,87,43,23,247,0,0,0,0,3,0,0,0,0,6,0,0,0,8,0,4,0,0,0,10,0,17,8,109,11,8,6,3,3,157,0,0,0,7,5,6,0,0,0,18,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,9,8,3,0,28,0,0,3,3,3,6,13,19,6,62,0,3,0,6,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0,3,14,3,7,4,0,0,30,0,0,0,0,0,0,0,0,0,6
SED20704,0,9,22,54,21,4,4,0,0,119,0,0,0,0,0,0,0,3,0,4,0,0,3,8,8,0,0,0,0,23,0,20,16,57,88,111,119,77,43,535,0,0,0,7,4,6,0,0,0,21,0,0,0,7,3,0,0,0,0,10,0,0,0,12,9,12,16,11,3,65,0,0,0,0,0,3,3,3,3,11,0,0,5,4,4,0,4,0,0,12,4,10,23,104,14,4,7,3,0,176,0,0,7,15,11,5,3,0,0,37,0,0,0,7,0,0,0,0,0,12,0,0,0,7,0,0,0,0,0,11,0,4,3,9,3,4,3,3,3,32,0,0,0,4,7,11,12,9,4,44,0,3,0,3,3,0,0,0,0,10,0,3,3,16,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,7,0,6,10,11,8,4,5,0,0,42,0,0,0,0,0,0,3,4,0,11
SED20804,0,6,8,31,19,6,4,0,0,66,0,0,0,3,3,0,6,0,0,11,0,0,0,3,0,0,0,0,0,6,3,9,14,67,120,163,150,90,43,662,0,0,3,6,5,0,0,0,0,17,0,0,3,3,0,3,0,0,0,10,0,0,3,6,12,18,32,12,6,88,0,0,0,0,4,3,5,3,0,22,0,0,5,4,3,0,0,0,0,16,5,7,8,126,3,10,0,0,0,174,0,0,0,5,6,3,3,0,0,20,3,9,0,3,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,4,9,0,0,35,0,0,0,0,3,7,10,3,0,22,0,0,3,12,3,4,0,0,0,28,0,0,0,7,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,6,0,0,0,15,15,7,7,3,0,52,0,0,0,0,0,4,3,0,0,14
SED20906,19,84,273,719,293,157,65,31,9,1642,0,0,0,5,16,10,11,12,0,54,0,3,3,8,8,17,21,17,13,83,15,72,39,194,186,130,119,68,64,886,0,0,0,10,12,4,0,0,3,32,0,10,11,31,8,9,4,3,9,89,0,7,14,25,25,8,45,29,17,173,0,0,7,10,47,88,191,193,38,575,3,8,12,35,20,17,12,10,0,112,12,45,66,429,107,55,48,38,15,813,0,0,3,50,13,0,0,3,0,70,0,0,0,25,5,4,0,0,0,38,0,0,0,3,0,0,0,0,0,6,0,3,7,41,32,11,13,10,3,118,0,3,3,18,29,46,90,107,44,348,5,23,18,95,31,12,6,3,0,189,0,24,37,88,33,7,0,0,0,182,0,0,0,11,12,17,6,10,4,62,0,15,15,87,46,40,17,13,0,232,0,0,0,0,3,4,8,8,3,33
SED21001,29,198,979,2106,760,501,202,147,47,4965,0,0,0,0,7,4,9,10,4,34,0,3,3,0,12,3,16,11,3,46,8,57,48,133,130,137,123,117,68,822,0,0,6,19,12,7,5,5,3,58,0,3,3,12,5,7,3,3,3,41,0,0,9,10,20,21,45,22,15,133,0,5,0,3,21,18,72,92,13,231,5,17,81,228,87,99,32,21,7,583,34,58,75,551,75,52,46,24,9,918,0,3,27,115,29,14,13,0,3,199,3,12,14,97,16,14,6,4,3,164,0,0,3,7,4,0,0,0,0,15,0,7,0,15,15,17,11,11,8,80,0,0,3,13,18,31,79,90,50,292,3,8,12,62,21,5,7,0,0,129,0,12,53,170,50,18,3,0,0,305,0,0,0,3,0,3,3,0,3,15,7,29,102,452,136,162,86,40,12,1027,0,0,0,0,0,3,4,6,3,17
SED21106,11,60,126,274,163,64,28,19,7,745,0,0,0,9,14,4,13,4,5,53,0,0,3,3,7,6,22,7,12,68,19,183,94,421,306,225,171,97,66,1583,0,0,0,10,9,0,4,0,0,23,3,14,14,49,27,10,10,3,0,128,7,10,10,64,51,25,58,27,29,271,0,0,0,10,24,30,52,73,24,212,3,19,14,25,20,16,4,9,0,102,11,9,12,103,38,33,21,15,10,264,0,0,5,32,9,5,3,0,0,49,0,0,0,22,3,5,0,0,0,33,0,0,0,0,5,0,0,0,0,3,0,25,5,117,24,21,15,10,9,229,0,4,9,40,18,30,47,70,42,258,0,25,12,60,21,8,4,3,0,129,0,4,6,28,10,5,0,0,0,48,0,0,0,10,10,6,3,0,0,31,0,3,11,55,37,39,20,10,0,165,0,0,0,0,0,3,7,4,4,24
SED21203,0,3,11,90,43,34,8,6,3,205,0,0,0,4,11,30,42,39,9,137,5,10,20,25,24,32,37,41,13,203,0,14,6,29,28,63,38,50,16,235,0,4,8,58,33,23,14,4,0,137,0,0,3,0,0,3,3,3,0,19,0,0,7,10,5,3,24,13,15,74,0,4,8,21,27,52,115,113,67,400,0,0,6,11,6,3,0,0,0,26,26,47,71,474,49,32,29,12,7,761,0,7,8,38,12,0,0,0,0,74,10,44,34,91,15,5,3,0,0,203,13,198,305,939,401,244,107,55,20,2284,0,0,0,3,5,3,0,10,9,34,0,5,7,15,55,181,353,456,184,1263,0,0,0,8,8,0,0,0,0,19,0,0,0,16,0,0,0,0,0,16,14,26,108,539,338,197,86,33,12,1357,4,8,11,44,17,9,3,0,0,87,0,0,3,3,8,45,104,96,35,293
SED21303,4,5,329,333,81,70,29,30,27,900,0,0,3,13,14,7,10,13,3,63,0,3,3,9,3,23,20,9,5,80,9,28,85,482,140,96,63,22,10,937,0,0,0,18,0,3,5,0,0,32,0,3,20,62,7,0,3,0,0,97,0,4,20,90,23,11,18,6,4,178,0,3,8,23,47,103,305,344,80,919,0,3,23,65,12,13,4,3,0,120,12,18,39,244,24,24,13,3,4,377,24,24,14,183,4,6,5,0,0,258,0,0,6,73,3,3,0,0,0,89,0,0,0,6,3,3,0,3,0,20,4,9,3,113,19,12,8,6,0,166,3,4,17,108,72,165,352,600,287,1606,0,4,8,115,18,12,3,0,0,163,0,3,15,64,8,3,3,0,0,96,0,0,13,60,95,109,75,27,7,387,0,3,67,187,29,39,27,4,4,360,0,0,0,3,10,12,24,33,16,85
SED21401,20,126,410,1404,655,534,211,128,53,3537,0,0,0,4,13,15,38,22,4,109,0,3,8,34,32,51,39,30,5,201,0,32,27,56,69,98,89,92,43,510,0,0,0,11,10,10,11,3,0,42,0,0,3,4,9,3,4,3,0,23,0,3,0,9,6,4,48,30,12,111,0,9,18,28,78,172,374,321,98,1099,6,22,48,249,112,205,89,24,4,756,5,20,21,210,70,58,44,16,8,455,0,0,16,58,28,14,11,4,0,133,0,38,48,282,82,60,22,7,0,545,0,0,3,13,8,6,0,0,0,29,0,0,0,12,9,9,3,0,5,34,0,8,3,16,45,156,391,401,166,1188,0,3,7,27,12,4,9,0,3,69,0,23,39,103,58,27,9,4,0,264,0,0,3,21,33,51,23,10,3,142,3,47,98,330,173,201,132,37,7,1034,0,0,3,0,0,6,27,20,6,57
SED21503,23,40,548,976,204,171,65,27,10,2062,0,0,3,8,22,28,37,39,9,135,0,0,0,25,16,26,25,17,10,111,5,20,30,90,84,96,91,69,44,538,0,0,8,21,15,11,4,4,0,55,0,0,0,5,0,0,0,0,0,13,0,4,4,14,12,10,29,17,20,111,0,8,6,22,47,96,159,123,35,494,3,0,36,55,15,22,11,0,0,141,11,39,119,383,84,41,29,15,8,723,3,0,16,49,13,7,3,0,0,92,3,8,17,131,16,7,6,0,0,192,0,4,10,35,13,4,0,3,0,63,0,6,0,24,11,8,9,13,4,75,3,3,5,12,37,119,195,163,60,590,0,3,8,36,10,0,0,3,0,58,0,5,8,30,6,4,0,0,0,51,0,0,3,29,32,31,17,10,3,117,3,7,69,125,42,67,26,3,0,349,0,0,0,3,7,23,31,16,6,81
SED21608,0,4,93,75,20,10,0,0,0,204,0,0,0,3,7,8,7,10,0,30,0,3,0,0,0,0,0,0,0,3,3,24,16,95,180,202,217,111,29,873,0,0,7,6,0,3,0,0,0,14,0,0,0,3,6,0,3,0,0,15,0,3,0,13,18,17,42,22,10,130,0,0,0,0,0,5,6,0,0,9,0,0,0,3,0,0,0,0,0,5,0,5,10,74,7,5,4,6,0,113,0,0,0,3,0,0,0,0,0,13,0,0,3,14,3,0,3,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,8,9,3,0,43,0,0,0,3,8,5,13,12,8,44,0,3,0,14,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,3,13,13,7,0,3,0,43,0,0,0,3,7,14,20,3,0,45
SED21706,38,139,971,1471,453,312,124,75,22,3601,0,0,0,0,11,14,4,18,7,51,0,9,3,8,4,9,16,13,8,70,17,73,49,144,141,131,113,82,65,809,0,0,0,20,7,9,3,3,0,49,0,5,5,9,18,7,5,0,0,48,3,5,15,21,10,15,38,22,19,148,0,3,8,13,31,59,137,151,28,416,12,14,69,127,49,44,23,7,3,343,8,33,129,374,90,46,44,24,11,750,0,3,63,110,23,18,11,3,0,225,0,5,11,60,8,9,5,3,3,102,0,3,4,3,0,4,0,0,0,16,0,6,0,21,18,9,12,9,4,84,0,3,7,10,16,19,62,80,37,226,0,8,10,47,17,4,7,6,0,92,0,14,39,91,42,14,6,0,0,210,0,3,0,4,9,11,3,0,0,28,3,24,124,295,102,121,69,19,10,767,0,0,0,0,0,4,8,3,3,18
SED21805,0,25,24,143,53,46,18,6,3,307,0,0,3,17,17,20,19,9,0,82,0,3,4,15,13,12,12,9,9,78,5,38,67,277,330,343,327,218,93,1703,0,4,17,53,34,8,3,5,3,129,0,0,0,3,7,3,3,4,0,19,0,3,4,40,21,27,47,32,16,195,0,9,4,3,18,18,34,21,3,110,0,3,0,22,9,12,8,0,0,57,3,35,28,273,74,64,30,22,10,544,0,4,6,18,10,9,3,0,6,53,0,0,0,12,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,36,12,15,21,8,4,100,0,0,0,16,10,37,35,21,9,135,0,0,3,19,10,3,0,0,0,34,0,0,0,12,4,0,0,0,0,14,0,0,0,12,3,3,0,0,0,26,0,8,8,28,21,27,4,0,0,97,0,0,0,0,4,5,12,7,0,32
SED21906,3,27,526,478,124,87,31,30,9,1309,0,0,0,6,3,3,7,6,4,37,0,0,0,0,6,12,22,13,15,68,20,43,86,307,149,117,118,79,53,972,0,0,0,12,3,3,7,0,0,28,3,22,10,67,15,11,28,17,9,176,0,0,10,44,29,9,104,38,55,278,0,0,4,7,14,41,96,116,22,299,0,3,18,42,15,8,13,4,0,108,43,72,100,810,43,38,34,16,5,1165,0,0,28,78,10,6,4,3,0,129,3,0,0,22,4,3,0,0,0,31,0,0,0,0,3,0,3,0,3,11,0,8,12,171,17,5,7,6,8,233,3,3,3,42,11,24,35,36,37,185,10,21,19,124,29,10,9,4,0,221,0,4,10,56,9,3,0,0,0,82,0,0,0,0,3,7,3,7,0,18,0,0,51,103,39,27,21,11,0,248,0,0,0,0,0,4,10,0,3,18
SED22005,17,50,1084,1297,276,266,78,81,40,3187,0,0,0,3,10,9,37,32,4,101,0,0,3,12,4,30,36,12,14,124,9,27,23,98,83,72,67,68,34,474,0,0,10,41,33,21,8,3,0,107,0,0,3,10,4,0,3,6,0,31,0,0,4,19,15,13,18,26,22,116,5,48,49,74,106,208,482,420,79,1482,0,5,35,89,13,26,6,0,0,179,64,119,256,1582,256,179,113,79,31,2666,15,14,41,176,25,14,9,0,0,294,0,3,0,26,3,3,0,0,3,44,0,0,3,15,5,3,3,0,0,35,3,5,0,19,3,11,10,5,4,67,3,3,9,18,18,75,210,231,92,653,4,19,13,80,24,5,5,0,6,146,3,6,39,163,26,12,9,0,0,268,0,0,5,19,15,18,18,6,0,93,11,25,73,191,38,56,29,15,4,444,0,0,0,7,0,9,18,26,12,67
