"Sequential_Number","Short_Code","Long_Code","DataPack_File","Census_Table","Datapacks_CSV","Topic_Name","Topic_Geopackage","Geopackage","Geopackage_Table","Geopackage_Field","Column_Is_Renamed_From_original"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_NT_SA4_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_nt_short.gpkg","census2016_eiuwa_nt_sa4_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_NT_SED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_nt_short.gpkg","census2016_eiuwa_nt_sed_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_NT_SOSR_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_nt_short.gpkg","census2016_eiuwa_nt_sosr_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_NT_SOS_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_nt_short.gpkg","census2016_eiuwa_nt_sos_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_NT_SSC_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_nt_short.gpkg","census2016_eiuwa_nt_ssc_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_NT_STE_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_nt_short.gpkg","census2016_eiuwa_nt_ste_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_NT_SUA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_nt_short.gpkg","census2016_eiuwa_nt_sua_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_NT_UCL_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_nt_short.gpkg","census2016_eiuwa_nt_ucl_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_CED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_ced_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_GCCSA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_gccsa_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_LGA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_lga_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_POA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_poa_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_RA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_ra_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_SA1_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sa1_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_SA2_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sa2_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_SA3_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sa3_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_SA4_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sa4_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_SED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sed_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_SOSR_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sosr_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_SOS_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sos_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_SSC_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_ssc_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_STE_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_ste_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_SUA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_sua_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_OT_UCL_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_ot_short.gpkg","census2016_eiuwa_ot_ucl_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_CED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_ced_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_GCCSA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_gccsa_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_LGA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_lga_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_POA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_poa_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_RA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_ra_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_SA1_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sa1_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_SA2_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sa2_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_SA3_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sa3_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_SA4_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sa4_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_SED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sed_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_SOSR_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sosr_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_SOS_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sos_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_SSC_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_ssc_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_STE_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_ste_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_SUA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_sua_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_QLD_UCL_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_qld_short.gpkg","census2016_eiuwa_qld_ucl_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_CED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_ced_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_GCCSA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_gccsa_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_LGA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_lga_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_POA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_poa_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_RA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_ra_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_SA1_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sa1_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_SA2_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sa2_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_SA3_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sa3_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_SA4_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sa4_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_SED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sed_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_SOSR_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sosr_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_SOS_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sos_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_SSC_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_ssc_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_STE_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_ste_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_SUA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_sua_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_SA_UCL_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_sa_short.gpkg","census2016_eiuwa_sa_ucl_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_CED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_ced_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_GCCSA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_gccsa_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_LGA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_lga_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_POA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_poa_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_RA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_ra_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_SA1_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_sa1_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_SA2_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_sa2_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_SA3_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_sa3_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_SA4_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_sa4_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_SED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_sed_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_SOSR_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_sosr_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_SOS_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_sos_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_SSC_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_ssc_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_STE_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_ste_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_SUA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_sua_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_TAS_UCL_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_tas_short.gpkg","census2016_eiuwa_tas_ucl_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_CED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_ced_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_GCCSA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_gccsa_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_LGA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_lga_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_POA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_poa_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_RA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_ra_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_SA1_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_sa1_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_SA2_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_sa2_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_SA3_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_sa3_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_SA4_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_sa4_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_SED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_sed_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_SOSR_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_sosr_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_SOS_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_sos_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_SSC_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_ssc_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_STE_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_ste_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_SUA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_sua_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_VIC_UCL_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_vic_short.gpkg","census2016_eiuwa_vic_ucl_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_WA_CED_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_wa_short.gpkg","census2016_eiuwa_wa_ced_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_WA_GCCSA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_wa_short.gpkg","census2016_eiuwa_wa_gccsa_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_WA_LGA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_wa_short.gpkg","census2016_eiuwa_wa_lga_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_WA_POA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_wa_short.gpkg","census2016_eiuwa_wa_poa_short","F_1000_1249_75_84_yrs","NO"
"G6031","F_1000_1249_75_84_yrs","Females_1000_1249_Age_75_84_years","G17B","G17a","2016Census_G17B_WA_RA_short.csv","Employment, Income and Unpaid Work","EIUWA","census2016_eiuwa_wa_short.gpkg","census2016_eiuwa_wa_ra_short","F_1000_1249_75_84_yrs","NO"
