UCL_CODE_2016,P_1000_1249_15_19_yrs,P_1000_1249_20_24_yrs,P_1000_1249_25_34_yrs,P_1000_1249_35_44_yrs,P_1000_1249_45_54_yrs,P_1000_1249_55_64_yrs,P_1000_1249_65_74_yrs,P_1000_1249_75_84_yrs,P_1000_1249_85ov,P_1000_1249_Tot,P_1250_1499_15_19_yrs,P_1250_1499_20_24_yrs,P_1250_1499_25_34_yrs,P_1250_1499_35_44_yrs,P_1250_1499_45_54_yrs,P_1250_1499_55_64_yrs,P_1250_1499_65_74_yrs,P_1250_1499_75_84_yrs,P_1250_1499_85ov,P_1250_1499_Tot,P_1500_1749_15_19_yrs,P_1500_1749_20_24_yrs,P_1500_1749_25_34_yrs,P_1500_1749_35_44_yrs,P_1500_1749_45_54_yrs,P_1500_1749_55_64_yrs,P_1500_1749_65_74_yrs,P_1500_1749_75_84_yrs,P_1500_1749_85ov,P_1500_1749_Tot,P_1750_1999_15_19_yrs,P_1750_1999_20_24_yrs,P_1750_1999_25_34_yrs,P_1750_1999_35_44_yrs,P_1750_1999_45_54_yrs,P_1750_1999_55_64_yrs,P_1750_1999_65_74_yrs,P_1750_1999_75_84_yrs,P_1750_1999_85ov,P_1750_1999_Tot,P_2000_2999_15_19_yrs,P_2000_2999_20_24_yrs,P_2000_2999_25_34_yrs,P_2000_2999_35_44_yrs,P_2000_2999_45_54_yrs,P_2000_2999_55_64_yrs,P_2000_2999_65_74_yrs,P_2000_2999_75_84_yrs,P_2000_2999_85ov,P_2000_2999_Tot,P_3000_more_15_19_yrs,P_3000_more_20_24_yrs,P_3000_more_25_34_yrs,P_3000_more_35_44_yrs,P_3000_more_45_54_yrs,P_3000_more_55_64_yrs,P_3000_more_65_74_yrs,P_3000_more_75_84_yrs,P_3000_more_85ov,P_3000_more_Tot,P_PI_NS_15_19_yrs,P_PI_NS_ns_20_24_yrs,P_PI_NS_ns_25_34_yrs,P_PI_NS_ns_35_44_yrs,P_PI_NS_ns_45_54_yrs,P_PI_NS_ns_55_64_yrs,P_PI_NS_ns_65_74_yrs,P_PI_NS_ns_75_84_yrs,P_PI_NS_ns_85_yrs_ovr,P_PI_NS_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL221073,0,0,4,3,11,6,11,0,0,41,0,0,3,4,3,11,7,0,0,28,0,0,3,4,3,8,3,0,0,15,0,0,3,0,5,3,0,0,0,13,0,0,0,6,0,7,3,0,0,16,0,0,0,3,0,3,0,0,0,9,0,3,0,7,0,10,11,3,7,35,24,13,39,56,71,144,134,64,16,565
UCL221074,0,3,3,8,4,8,0,0,0,23,0,0,3,3,5,10,3,0,0,31,0,0,0,6,3,3,0,0,0,17,0,0,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,5,11,4,21,22,41,70,74,32,9,281,21,25,61,79,124,218,218,83,15,844
UCL221075,0,0,9,0,7,11,3,0,0,31,0,0,3,3,7,6,3,0,0,25,0,0,3,0,5,7,0,0,0,15,0,0,0,0,0,6,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,5,6,3,3,14,15,27,24,31,121,31,19,62,38,90,111,112,62,52,593
UCL221076,0,3,7,8,15,9,0,0,0,52,0,0,3,3,10,3,0,0,0,22,0,0,4,8,3,6,0,0,0,17,0,0,4,0,4,0,0,0,0,13,0,0,0,0,3,0,0,0,0,10,0,0,0,0,5,0,0,0,0,4,6,0,8,4,13,19,9,0,0,54,34,15,67,70,90,102,50,13,3,444
UCL221077,0,0,3,3,7,8,0,3,0,29,0,0,0,0,3,7,0,3,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,4,0,0,0,6,0,0,0,0,0,0,0,0,0,4,5,5,10,9,19,24,25,14,3,118,36,31,33,44,87,123,140,68,19,574
UCL221078,0,0,3,6,4,16,3,0,0,34,0,0,4,3,6,3,0,0,0,22,0,0,0,3,7,7,0,0,0,15,0,0,0,3,10,10,0,0,0,20,0,0,5,6,12,3,0,0,0,27,0,0,0,3,4,3,0,0,0,11,3,0,6,11,7,10,7,3,0,53,17,22,68,76,90,127,94,42,8,544
UCL221079,0,3,10,11,8,10,7,0,0,46,0,3,3,10,15,8,4,0,0,49,0,0,6,8,10,4,0,0,0,31,0,0,4,9,4,7,3,0,0,29,0,0,3,18,11,3,3,0,0,39,0,0,3,10,18,4,0,0,0,32,10,3,6,8,14,15,9,3,0,71,86,43,85,138,159,144,84,16,0,757
UCL221080,0,0,3,0,4,9,3,0,0,26,0,0,6,0,4,4,0,0,0,14,0,0,3,3,3,0,0,0,0,10,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,0,7,3,5,7,8,9,8,62,22,12,53,50,81,84,82,77,52,514
UCL221081,0,0,16,20,9,15,9,0,0,73,0,0,9,7,14,14,5,0,0,51,0,0,4,5,11,8,0,0,0,30,0,0,5,5,7,7,0,0,0,25,0,0,0,14,8,7,0,0,0,31,0,0,0,4,3,0,0,0,0,10,3,3,0,5,8,8,7,8,3,50,58,21,66,124,129,142,123,91,57,812
UCL221082,0,3,3,0,10,4,0,0,0,20,0,0,0,3,8,3,0,0,0,21,0,0,7,3,0,5,0,0,0,15,0,0,3,8,3,3,0,0,0,14,0,0,11,5,4,5,0,0,0,28,0,0,0,7,4,3,0,0,0,12,3,0,9,3,0,11,4,7,3,34,45,35,72,69,71,93,58,29,16,481
UCL222001,0,0,4,0,8,3,0,0,0,18,0,0,3,4,7,3,0,0,0,20,0,0,0,6,11,0,0,0,0,16,0,0,0,0,3,3,0,0,0,12,0,0,0,4,6,3,0,0,0,10,0,0,0,0,3,6,0,0,0,11,3,0,0,0,3,0,0,3,3,20,23,10,18,25,56,48,25,7,6,236
UCL222002,0,0,3,9,3,5,3,0,0,21,0,0,3,3,3,5,4,0,0,19,0,0,3,3,5,3,3,0,0,22,0,0,0,3,3,6,5,0,0,14,0,0,4,3,7,3,0,0,0,14,0,0,0,3,3,4,3,3,0,13,0,0,0,3,0,3,6,3,0,17,19,10,32,47,58,66,50,25,0,309
UCL222003,0,0,3,0,10,6,0,0,0,16,0,0,0,4,3,3,0,0,0,9,0,0,0,3,3,6,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,3,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,17,5,39,25,35,44,20,9,0,192
UCL222004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,8,0,7,3,3,0,3,0,0,0,23
UCL222005,0,0,3,0,4,3,0,0,0,9,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,3,9,3,0,32,20,14,27,17,43,32,33,13,3,188
UCL222006,0,3,3,3,7,4,0,0,0,23,0,0,3,10,11,6,3,0,0,32,0,0,4,4,7,3,3,0,0,18,0,0,3,0,6,3,0,0,0,10,0,0,3,0,4,3,0,0,0,15,0,0,0,0,0,3,0,0,0,3,8,3,0,10,4,4,4,0,0,27,20,15,25,41,60,71,65,17,3,321
UCL222007,0,0,0,0,3,4,0,0,0,7,0,0,0,0,8,5,0,0,0,14,0,0,0,4,8,3,0,0,0,13,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,10,24,4,9,20,41,34,32,8,3,173
UCL222008,0,0,3,0,8,4,0,0,0,19,0,0,0,6,4,3,0,0,0,14,0,0,3,3,4,0,0,0,0,15,0,0,3,0,0,4,0,0,0,11,0,0,0,4,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,5,3,0,0,7,4,12,9,3,0,33,11,8,25,55,43,50,45,9,0,237
UCL222009,0,0,3,4,0,9,0,0,0,17,0,0,0,0,3,7,3,0,0,19,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,3,7,3,0,36,14,10,21,34,37,62,50,27,9,282
UCL222010,0,4,3,6,10,5,7,0,0,34,0,0,0,3,7,4,0,0,0,21,0,0,3,0,8,0,0,0,0,14,0,0,0,0,0,3,0,0,0,7,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,7,0,10,5,8,16,7,3,0,60,14,14,41,41,71,58,46,6,0,301
UCL222011,0,0,4,7,5,5,0,0,0,22,0,0,0,5,6,0,0,0,0,14,0,0,3,5,3,3,0,0,0,19,0,0,5,3,4,3,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,4,4,4,0,0,3,3,0,0,0,20,30,19,38,50,53,55,30,5,0,272
UCL222012,0,0,3,8,8,6,3,0,0,22,0,0,0,0,3,3,3,0,0,9,0,0,0,3,3,3,0,0,0,9,0,0,0,3,5,3,0,0,0,18,0,0,0,4,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,8,0,0,22,22,7,13,30,51,74,47,18,12,279
UCL222013,0,0,3,4,5,3,0,0,0,14,0,0,0,0,4,0,3,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,3,0,28,7,9,20,17,33,51,39,18,0,206
UCL222014,0,0,6,5,12,13,5,0,0,40,0,0,3,8,3,7,7,0,0,19,0,0,0,3,3,7,0,0,0,17,0,0,0,0,4,6,0,0,0,11,0,0,0,0,7,3,0,0,0,8,0,0,0,0,3,6,3,0,0,14,0,3,0,3,3,6,6,0,0,15,10,15,25,33,56,101,61,21,3,327
UCL222015,0,3,7,5,12,19,0,0,0,46,0,0,7,5,3,5,3,0,0,28,0,0,3,0,4,4,0,0,0,13,0,0,5,3,3,0,0,0,0,13,0,0,0,0,3,4,0,0,0,15,0,0,0,0,3,3,0,0,0,8,5,3,0,5,7,3,7,0,0,30,39,24,53,47,83,80,37,12,3,377
UCL222016,0,3,11,8,9,3,0,0,0,36,0,0,3,5,0,0,0,0,0,13,0,0,3,9,6,0,0,0,0,17,0,0,3,6,8,0,0,0,0,14,0,0,0,4,7,4,0,0,0,18,0,0,0,3,0,0,0,0,0,6,0,0,4,3,10,3,0,0,0,25,23,15,41,67,74,50,36,3,0,307
UCL222017,0,3,14,8,12,7,0,0,0,40,0,0,5,6,4,4,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,4,3,0,8,0,0,21,25,33,73,69,72,53,35,17,0,370
UCL222018,0,0,6,6,9,3,0,3,0,26,0,0,0,3,4,3,3,0,0,17,0,0,3,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,7,7,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,3,3,4,11,3,0,3,0,29,34,18,49,54,61,55,34,13,0,312
UCL222019,0,3,5,5,4,7,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,9,3,0,41,9,16,30,24,42,47,48,13,3,221
UCL222020,0,0,0,0,0,3,0,0,0,12,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3,3,4,3,20,15,9,13,20,28,43,43,29,14,203
UCL222021,0,0,3,0,9,3,0,0,0,18,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,4,0,0,0,0,3,4,7,11,21,20,6,3,0,0,69,12,15,28,47,42,25,6,0,0,173
UCL222022,0,0,0,7,6,7,3,0,0,29,0,0,6,3,3,0,0,0,0,11,0,0,0,0,9,0,0,0,0,12,0,0,0,4,6,0,0,0,0,9,0,0,0,4,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,3,0,0,3,6,9,3,3,0,29,25,21,27,44,65,69,34,20,3,307
UCL222023,0,5,3,3,8,3,0,0,0,21,0,0,0,3,4,6,0,0,0,12,0,0,0,0,0,3,0,0,0,8,0,0,0,0,3,3,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,11,13,8,17,30,39,39,27,14,0,192
UCL222024,0,0,0,3,3,7,0,0,0,11,0,0,0,0,9,3,0,0,0,16,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,3,19,13,14,20,20,43,48,58,16,8,237
UCL222025,0,0,11,8,6,9,4,0,0,29,0,0,5,7,4,0,0,0,0,23,0,0,3,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,4,0,3,7,3,8,0,0,35,31,15,57,70,68,44,48,3,11,346
UCL222026,3,0,10,7,3,3,3,0,0,26,0,0,0,3,0,0,0,0,0,7,0,0,0,8,3,0,0,0,0,9,0,0,3,5,0,3,0,0,0,9,0,0,0,3,5,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,6,12,14,10,4,10,3,0,65,16,38,66,46,39,15,18,5,0,246
UCL222027,0,0,3,3,0,5,0,0,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,6,0,18,3,5,14,20,21,29,35,17,3,156
UCL222028,0,0,3,9,3,10,10,0,0,32,0,0,3,6,0,5,0,0,0,18,0,0,0,3,0,5,0,0,0,12,0,0,0,3,3,0,0,0,0,9,0,0,0,0,5,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,3,0,0,12,24,7,33,44,40,66,34,13,3,261
UCL222029,0,0,3,3,3,8,3,0,0,31,0,0,4,4,0,3,0,0,0,10,0,0,3,0,3,3,0,0,0,6,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,17,9,11,33,39,32,54,53,4,3,248
UCL222030,0,0,3,6,3,6,0,0,0,23,0,0,0,0,4,3,0,0,0,4,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,8,0,0,0,5,13,7,16,11,0,54,11,4,22,46,77,97,112,30,6,416
UCL222031,0,0,3,3,4,0,0,0,0,16,0,0,0,5,0,3,0,0,0,10,0,0,0,4,4,0,0,0,0,3,0,0,3,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,3,0,0,3,0,4,0,0,15,23,19,30,38,40,36,28,9,3,222
UCL222032,0,0,3,7,6,8,0,0,0,23,0,0,6,9,4,4,0,0,0,24,0,0,5,5,11,0,0,0,0,18,0,0,0,3,7,0,0,0,0,21,0,0,3,4,3,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,10,3,11,5,9,3,3,4,4,46,34,21,47,58,82,68,42,11,6,369
UCL222033,0,0,3,0,3,0,0,0,0,7,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,3,0,3,0,17,22,6,20,12,42,20,45,22,5,194
UCL222034,0,0,0,4,0,5,0,0,0,6,0,0,0,3,0,5,3,0,0,11,0,0,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,0,3,0,19,5,5,20,24,22,47,26,17,0,171
UCL222035,0,0,3,0,3,0,0,0,0,15,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,4,11,4,3,32,20,9,18,33,35,41,44,16,12,219
UCL222036,0,0,11,9,4,4,0,0,0,32,0,0,3,5,3,0,0,0,0,10,0,0,4,0,4,3,0,3,0,12,0,0,0,6,0,0,3,0,0,8,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,6,3,8,0,3,0,0,18,10,17,41,44,42,43,49,10,10,274
UCL222037,0,0,0,4,4,3,0,0,0,16,0,0,0,0,0,3,0,0,0,9,0,0,0,7,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,3,3,0,7,0,4,3,0,25,14,11,13,43,29,39,37,10,4,202
UCL222038,0,0,3,0,3,7,0,0,0,14,0,0,3,0,0,5,0,0,0,10,0,0,0,3,3,0,0,0,0,5,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,9,0,13,7,0,0,41,7,10,27,38,26,57,36,3,0,212
UCL222039,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,3,5,8,7,5,7,0,39,18,8,26,28,45,73,53,33,19,300
UCL222040,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,4,8,6,3,8,3,0,31,20,6,15,20,26,31,26,25,11,177
UCL222041,0,0,4,0,4,0,0,0,0,9,0,0,0,4,3,0,0,0,0,9,0,0,0,3,3,0,0,0,0,9,0,0,3,3,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,9,0,0,22,24,7,29,24,43,21,27,12,3,184
UCL222042,0,3,4,3,5,9,0,0,0,21,0,0,3,3,3,0,0,0,0,14,0,0,0,3,4,0,0,0,0,11,0,0,0,3,4,3,0,0,0,12,0,0,3,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,16,12,12,13,34,36,27,23,7,0,168
UCL222043,0,0,4,11,10,3,0,0,0,31,0,0,4,3,3,0,0,0,0,15,0,0,0,6,4,9,0,0,0,17,0,0,0,0,3,4,0,0,0,8,0,0,0,3,4,0,0,0,0,10,0,0,0,3,3,0,0,0,0,4,0,0,0,3,3,0,3,0,0,13,20,7,29,48,56,41,39,9,3,246
UCL222044,0,0,0,3,7,0,0,0,0,12,0,0,4,7,3,0,0,0,0,14,0,0,0,5,3,6,0,0,0,9,0,0,0,3,3,5,0,0,0,9,0,0,0,3,6,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,7,3,0,4,0,3,3,23,21,3,21,56,45,62,48,28,10,290
UCL222045,0,0,7,3,3,0,0,0,0,14,0,0,3,4,3,3,3,0,0,10,0,0,0,3,3,3,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,0,0,8,6,4,6,3,3,28,15,3,32,50,37,56,42,12,9,250
UCL222046,0,0,3,3,6,8,3,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,9,8,3,35,9,8,19,20,40,45,31,30,10,212
UCL222047,0,0,3,9,12,5,3,3,0,26,0,0,3,6,4,7,0,0,0,18,0,0,0,6,3,3,0,0,0,15,0,0,0,0,3,3,0,0,0,3,0,0,3,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,3,4,5,8,3,3,0,35,19,22,52,48,66,81,61,32,7,392
UCL222048,0,0,3,3,3,3,0,0,0,17,0,0,0,7,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,7,6,4,0,28,22,13,34,47,49,81,64,23,7,332
UCL222049,0,0,3,4,3,4,0,0,0,15,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,9,8,4,7,0,39,5,7,21,24,48,58,42,32,7,245
UCL222050,0,0,5,4,9,3,3,0,0,23,0,0,3,5,9,3,0,0,0,17,0,0,0,5,8,3,0,0,0,15,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,7,0,0,0,8,0,0,0,0,5,0,0,0,0,5,0,0,3,3,3,3,3,0,0,18,26,19,23,33,51,43,26,8,0,230
UCL222051,0,3,5,7,5,0,0,0,0,21,0,0,3,3,4,3,0,0,0,15,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,0,8,5,0,36,27,16,25,35,60,51,55,44,20,324
UCL222052,0,0,0,9,3,7,0,0,0,12,0,0,0,4,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,8,5,7,3,0,22,4,3,5,23,34,35,36,12,12,170
UCL222053,0,0,6,0,3,0,0,0,0,15,0,0,0,0,5,0,0,0,0,5,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,4,0,0,3,3,5,8,0,26,11,10,17,11,46,32,37,28,9,206
UCL222054,0,0,0,3,3,9,0,0,0,12,0,0,0,4,4,0,0,0,0,8,0,0,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,4,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,3,13,7,11,19,19,25,54,47,15,11,211
UCL222055,0,0,5,4,9,3,0,0,0,24,0,0,3,0,5,0,3,0,0,13,0,0,0,5,7,5,0,0,0,18,0,0,0,6,9,6,0,0,0,18,0,0,0,0,3,3,0,0,0,6,0,0,0,3,0,5,0,0,0,9,4,3,3,0,9,12,5,3,0,44,12,7,36,38,70,98,86,25,10,388
UCL222056,0,0,5,0,3,10,4,0,0,25,0,0,0,3,3,0,0,0,0,7,0,0,5,0,3,0,4,0,0,9,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,4,11,14,0,0,32,15,5,32,25,45,76,84,22,3,305
UCL222057,0,0,5,9,9,4,0,0,0,32,0,0,10,0,3,0,0,0,0,17,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,3,0,3,14,6,4,3,35,29,24,53,39,68,69,55,44,7,385
UCL222058,0,3,3,4,10,10,4,0,0,33,0,0,0,4,0,3,0,0,0,13,0,0,3,9,0,0,0,0,0,11,0,0,0,3,3,0,0,0,0,6,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,4,7,3,4,3,7,7,4,0,0,34,26,19,35,64,58,57,40,9,0,301
UCL222059,0,3,4,6,4,3,3,0,0,17,0,0,3,6,0,7,0,0,0,14,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,4,0,4,3,5,4,0,0,3,27,24,19,47,60,63,60,50,20,6,351
UCL222060,0,0,5,8,5,3,0,0,0,22,0,0,3,3,0,3,0,0,0,13,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,3,0,0,17,12,8,27,38,30,39,31,18,3,197
UCL222061,0,0,0,3,0,6,0,0,3,14,0,0,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,14,9,0,41,16,11,17,28,43,80,81,39,31,346
UCL222062,0,0,7,3,0,0,0,0,0,14,0,0,3,4,0,0,0,0,0,12,0,0,0,3,4,0,0,0,0,9,0,0,3,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,0,4,0,0,0,0,3,3,0,0,0,11,4,7,17,17,8,10,4,0,0,71,11,34,73,49,25,17,10,3,0,216
UCL222063,0,0,4,3,7,3,0,0,0,17,0,0,3,3,4,5,0,0,0,13,0,0,0,4,8,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,4,0,0,15,9,5,22,34,42,34,28,4,0,178
UCL222064,0,0,3,3,3,0,0,0,0,14,0,4,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,7,33,10,4,3,0,0,0,60,12,30,72,25,16,10,4,3,0,164
UCL222065,0,0,4,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,3,0,0,0,6,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,4,4,3,5,5,0,0,24,16,11,26,24,26,31,27,11,3,172
UCL222066,0,0,0,3,5,0,0,0,0,10,0,0,0,6,0,0,0,0,0,8,0,0,0,3,0,5,0,0,0,11,0,0,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,4,0,0,0,3,3,3,0,7,0,16,7,4,17,28,30,34,25,17,11,172
