SA2_MAINCODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
210031439,0,0,..,5,0,5,0,5,..,6,0,6,0,6,..,0,0,0,0,0,..,10,0,10,0,10,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,10,0,10,0,10,..,9,3,13,0,13,..,0,0,0,0,0,..,3,0,3,0,3,..,12,0,13,0,13,..,13,3,21,0,21,..,37,8,44,3,48,..,377,34,405,3,415,..,5,0,5,73,77,1026,379,34,412,73,1511,1963,..,..,..,..,1963,..,0,0,0,0,0,..,45,0,48,0,48,..,0,0,0,0,0,..,24,0,21,0,21,..,31,16,50,0,50,..,5,0,5,0,5,..,63,17,74,0,74,..,25,3,29,0,29,..,4,0,4,0,4,..,3,0,3,0,3,..,5,0,5,0,5
210031440,0,0,..,4,0,4,0,4,..,56,3,55,0,60,..,4,0,5,0,5,..,13,0,13,0,13,..,4,3,6,0,6,..,4,0,4,0,4,..,4,3,6,0,6,..,5,0,5,0,5,..,0,0,0,0,0,..,7,0,7,0,7,..,5,0,5,0,5,..,21,0,19,0,19,..,12,4,21,0,21,..,0,0,0,0,0,..,0,0,0,0,0,..,64,19,86,0,89,..,15,7,19,0,19,..,58,9,65,3,69,..,1066,218,1287,12,1302,..,13,0,20,136,153,1416,1080,220,1300,150,2869,2744,..,..,..,..,2744,..,0,0,0,0,0,..,689,85,775,11,784,..,0,0,0,0,0,..,10,3,13,0,13,..,20,4,21,0,24,..,3,0,3,0,3,..,31,10,46,0,45,..,18,15,35,0,36,..,0,0,0,0,0,..,6,0,6,0,6,..,11,0,11,0,11
210041240,0,4,..,3,0,3,0,3,..,35,0,35,0,35,..,0,0,0,0,0,..,14,3,17,0,17,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,16,0,14,..,3,0,3,0,3,..,13,0,15,0,15,..,0,0,0,0,0,..,33,3,32,0,38,..,28,3,28,0,28,..,0,0,0,0,0,..,5,0,5,0,5,..,21,0,23,0,23,..,4,7,10,0,10,..,44,16,62,0,61,..,497,59,559,6,567,..,7,0,11,288,292,5579,507,64,563,294,6432,11059,..,..,..,..,11059,..,17,0,17,3,18,..,34,0,36,0,36,..,0,0,0,0,0,..,15,3,16,0,16,..,34,18,47,0,47,..,4,6,10,0,10,..,52,23,75,0,75,..,46,0,47,0,47,..,8,0,8,0,8,..,11,0,13,0,10,..,30,0,30,0,27
210041241,0,3,..,19,3,27,0,27,..,48,0,49,0,49,..,4,0,4,0,4,..,27,0,32,0,32,..,12,0,13,0,13,..,14,0,14,0,14,..,9,0,14,0,14,..,37,3,33,0,33,..,7,0,7,0,7,..,57,0,62,0,62,..,7,0,7,0,7,..,108,3,109,0,109,..,34,4,41,0,41,..,5,0,5,0,5,..,29,5,29,0,29,..,15,3,15,0,15,..,36,16,51,0,51,..,146,19,166,0,166,..,1112,123,1233,4,1244,..,31,10,34,658,695,11786,1142,127,1275,662,13719,22984,..,..,..,..,22984,..,57,3,62,0,62,..,74,8,81,0,81,..,3,0,3,0,3,..,34,6,40,0,40,..,82,26,104,0,107,..,3,0,3,0,3,..,115,33,146,0,143,..,123,10,133,3,135,..,22,0,22,0,22,..,34,0,34,0,34,..,85,3,88,0,88
210051242,0,4,..,13,0,10,0,10,..,22,7,23,0,23,..,34,26,58,0,58,..,9,3,13,0,13,..,0,0,0,0,0,..,99,3,102,0,102,..,21,4,20,0,20,..,50,3,49,3,55,..,3,0,4,0,4,..,54,3,53,0,53,..,14,8,20,0,20,..,123,14,135,3,135,..,53,12,64,3,65,..,20,0,24,0,24,..,14,0,15,0,15,..,291,135,429,3,435,..,95,73,165,0,165,..,413,234,649,12,662,..,2634,944,3570,51,3624,..,27,12,45,615,654,2101,2659,953,3615,664,6379,4290,..,..,..,..,4290,..,3,0,3,0,3,..,1640,524,2165,33,2195,..,0,0,0,0,0,..,55,32,88,3,89,..,66,34,102,0,102,..,0,0,0,0,0,..,120,64,186,3,189,..,29,11,44,0,44,..,0,0,0,0,0,..,12,0,16,0,12,..,5,0,4,0,4
210051243,0,0,..,8,6,19,0,19,..,58,10,63,0,64,..,7,4,5,0,5,..,9,0,9,0,9,..,0,7,9,0,9,..,52,6,61,3,62,..,12,8,22,0,22,..,21,0,26,0,26,..,14,0,17,0,22,..,40,4,41,0,41,..,14,5,18,0,19,..,87,12,101,0,105,..,24,10,36,0,36,..,11,0,13,0,14,..,10,7,14,0,14,..,868,427,1296,12,1308,..,92,79,169,4,171,..,689,359,1052,20,1070,..,3914,1554,5466,71,5534,..,22,24,52,543,596,1897,3936,1581,5516,621,8027,3872,..,..,..,..,3872,..,0,0,0,0,0,..,2549,652,3201,43,3245,..,0,0,0,0,0,..,20,11,27,0,27,..,28,25,57,0,55,..,7,0,8,0,8,..,58,29,94,0,92,..,80,16,95,0,99,..,4,0,4,0,4,..,10,0,10,0,6,..,11,0,16,0,14
210051245,0,4,..,9,3,16,0,16,..,78,4,80,0,80,..,6,10,12,0,12,..,25,8,27,0,27,..,10,0,10,0,10,..,55,3,57,0,60,..,42,9,56,0,56,..,42,0,42,3,41,..,6,0,11,0,11,..,58,0,56,0,56,..,12,0,12,0,12,..,126,0,124,3,130,..,47,9,50,0,50,..,4,0,4,0,4,..,20,4,22,0,22,..,200,40,240,3,241,..,36,16,47,0,47,..,272,60,337,3,338,..,2499,411,2907,23,2935,..,28,3,29,450,479,5590,2526,414,2933,476,9005,11176,..,..,..,..,11176,..,3,0,3,0,3,..,860,163,1019,3,1026,..,0,0,0,0,0,..,69,13,82,0,81,..,77,18,94,0,98,..,15,3,13,0,13,..,153,34,188,0,194,..,129,20,145,0,149,..,7,0,7,0,7,..,21,0,21,0,21,..,39,0,39,0,40
210051246,0,8,..,54,3,54,0,54,..,78,7,84,3,81,..,13,0,19,0,19,..,16,0,19,0,19,..,8,3,14,0,14,..,28,4,33,0,38,..,36,6,37,0,37,..,29,0,29,0,29,..,7,0,7,0,6,..,43,3,43,0,43,..,10,0,10,0,10,..,83,3,84,0,85,..,62,0,59,0,59,..,10,0,10,0,10,..,12,3,13,0,13,..,469,84,554,6,559,..,17,13,38,0,38,..,441,90,529,5,535,..,3078,397,3473,43,3513,..,28,4,31,282,311,4269,3104,402,3503,320,8095,8726,..,..,..,..,8726,..,3,0,3,0,3,..,931,103,1031,13,1042,..,0,0,0,0,0,..,38,7,41,0,41,..,98,21,120,0,120,..,10,5,15,0,15,..,142,29,174,0,176,..,171,25,198,0,201,..,4,0,4,0,4,..,21,0,21,0,18,..,21,0,23,0,23
210051247,0,0,..,12,3,16,0,16,..,31,0,31,0,31,..,8,9,14,0,14,..,22,3,25,0,25,..,5,0,5,0,7,..,51,7,60,0,63,..,14,3,20,0,20,..,44,0,45,0,45,..,13,0,13,0,18,..,41,3,44,0,44,..,23,5,25,0,25,..,123,6,129,0,132,..,61,24,85,0,85,..,5,3,6,0,6,..,10,0,10,0,10,..,1173,456,1635,16,1655,..,198,146,346,3,343,..,682,363,1044,20,1059,..,3772,1407,5173,61,5236,..,17,16,36,429,465,1751,3790,1424,5208,486,7444,3527,..,..,..,..,3527,..,0,0,0,0,0,..,2028,514,2548,33,2584,..,3,0,3,0,3,..,14,4,24,0,24,..,25,9,36,0,36,..,0,0,3,0,6,..,42,16,59,0,63,..,40,5,48,0,48,..,0,0,0,0,0,..,9,0,9,0,12,..,6,3,3,0,3
210051248,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,3,8,0,8,..,0,0,0,38,38,41,9,3,8,38,93,82,..,..,..,..,82,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3
210051249,0,5,..,23,4,22,0,22,..,29,3,31,0,35,..,7,3,10,0,10,..,15,3,20,0,20,..,4,0,4,0,4,..,85,9,99,3,103,..,28,5,38,0,38,..,80,5,87,0,88,..,26,0,26,0,26,..,145,8,154,3,151,..,28,0,28,0,28,..,275,12,287,3,288,..,72,11,82,0,82,..,52,3,59,0,60,..,11,6,15,0,15,..,1054,261,1319,8,1329,..,87,49,137,3,138,..,1650,766,2410,46,2457,..,5852,1696,7549,94,7641,..,36,12,44,501,547,2905,5887,1712,7598,595,11096,5748,..,..,..,..,5748,..,0,0,0,0,0,..,2705,720,3426,30,3450,..,3,0,3,0,3,..,59,28,89,0,86,..,88,44,128,0,128,..,45,11,56,0,56,..,191,80,273,3,270,..,43,4,46,0,46,..,0,0,0,0,0,..,16,0,14,0,14,..,4,0,4,0,4
210051250,0,0,..,6,0,10,0,9,..,36,6,42,0,41,..,3,0,3,0,3,..,15,3,16,0,16,..,3,0,3,0,3,..,33,3,33,0,33,..,17,6,23,0,23,..,14,0,14,0,14,..,6,3,8,0,8,..,25,0,23,0,23,..,3,0,3,0,5,..,45,3,49,0,51,..,5,0,9,0,12,..,9,0,9,0,8,..,11,3,14,0,11,..,24,11,34,0,37,..,4,3,6,0,6,..,115,33,145,0,147,..,890,182,1073,18,1094,..,0,4,5,196,203,1958,896,181,1077,218,3254,3862,..,..,..,..,3862,..,4,0,4,0,4,..,204,44,249,0,248,..,3,0,3,0,3,..,29,12,44,0,44,..,46,9,60,0,60,..,3,0,3,0,3,..,80,30,110,0,110,..,63,3,70,0,70,..,0,0,0,0,0,..,12,0,12,0,12,..,7,3,15,0,15
210051441,0,3,..,24,3,28,0,28,..,18,5,23,0,23,..,3,0,3,0,3,..,6,0,8,0,8,..,0,0,0,0,0,..,62,3,66,0,66,..,5,0,6,0,6,..,14,0,12,0,12,..,5,0,8,0,8,..,16,0,16,6,19,..,7,0,7,0,7,..,46,3,45,6,48,..,35,4,39,0,39,..,23,6,24,0,24,..,8,3,4,0,4,..,61,14,77,0,78,..,4,3,7,0,7,..,254,88,344,3,349,..,1265,265,1524,15,1542,..,17,6,21,220,234,2374,1275,271,1545,234,4151,4754,..,..,..,..,4754,..,0,0,0,0,0,..,240,79,317,0,317,..,0,0,0,0,0,..,11,9,14,0,19,..,15,6,24,0,24,..,0,0,0,0,0,..,24,16,42,0,42,..,30,0,30,0,33,..,0,0,0,0,0,..,17,0,15,0,15,..,6,0,6,0,6
210051442,0,0,..,75,5,83,0,81,..,20,0,20,0,22,..,15,3,16,0,16,..,4,0,9,0,9,..,9,0,7,0,7,..,120,10,131,0,130,..,9,0,8,0,8,..,47,0,48,0,48,..,3,0,3,0,3,..,74,0,74,0,74,..,23,0,19,0,19,..,145,4,146,0,146,..,30,6,32,0,33,..,24,0,24,0,24,..,10,0,10,0,10,..,216,34,245,4,250,..,16,4,21,0,19,..,482,166,647,3,654,..,2526,403,2932,25,2953,..,11,6,16,272,284,2523,2534,407,2948,292,5760,5054,..,..,..,..,5054,..,9,0,9,0,9,..,421,56,479,0,484,..,0,0,0,0,0,..,11,3,17,0,17,..,60,15,69,0,75,..,4,3,8,0,8,..,74,20,94,0,97,..,34,4,31,0,31,..,0,0,0,0,0,..,12,0,12,0,12,..,3,0,3,0,3
210051443,0,6,..,27,0,25,0,25,..,41,0,42,0,40,..,7,4,12,0,12,..,21,3,20,0,20,..,4,0,5,0,5,..,146,4,156,6,156,..,10,0,10,0,10,..,69,0,69,0,69,..,7,0,7,0,7,..,74,3,78,0,85,..,42,0,42,0,42,..,198,10,202,0,206,..,30,3,33,0,33,..,31,3,30,0,30,..,23,9,34,0,34,..,294,82,378,9,381,..,26,5,31,0,31,..,712,264,983,18,1000,..,3172,683,3860,45,3907,..,24,7,33,337,370,3759,3201,692,3895,384,8040,7597,..,..,..,..,7597,..,0,0,0,0,0,..,632,170,807,11,815,..,3,0,3,0,3,..,25,7,28,0,28,..,65,22,87,0,86,..,18,7,24,0,24,..,107,28,139,0,142,..,46,7,55,0,56,..,3,0,3,0,3,..,21,0,21,0,21,..,5,0,5,0,5
210051444,0,6,..,21,0,23,0,23,..,17,0,21,0,21,..,14,0,17,0,18,..,4,0,4,0,4,..,4,0,4,0,4,..,157,13,167,0,167,..,11,0,11,0,11,..,65,3,69,0,69,..,25,0,25,0,20,..,80,3,80,0,85,..,29,3,27,0,27,..,195,10,200,3,204,..,21,3,25,0,25,..,71,4,72,0,76,..,5,3,11,0,11,..,383,94,478,7,483,..,12,11,21,0,21,..,704,250,947,13,963,..,3573,698,4268,45,4309,..,17,16,28,260,291,2495,3589,709,4301,306,7098,4842,..,..,..,..,4842,..,0,0,0,0,0,..,541,153,694,3,699,..,0,0,0,0,0,..,35,16,54,0,54,..,84,24,107,0,107,..,6,0,5,0,5,..,129,37,166,0,166,..,16,0,23,0,19,..,4,0,4,0,4,..,24,3,23,0,23,..,7,0,7,0,7
210051445,0,0,..,13,0,11,0,11,..,17,0,17,0,17,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,17,0,17,0,17,..,3,0,3,0,3,..,9,0,9,0,9,..,10,0,11,0,11,..,8,0,8,0,8,..,0,0,0,0,0,..,26,0,25,0,25,..,6,0,9,0,9,..,4,0,4,0,4,..,0,0,0,0,0,..,45,0,48,0,48,..,7,0,7,0,7,..,106,18,125,0,127,..,555,58,621,4,625,..,0,0,0,83,83,972,555,58,621,94,1685,1956,..,..,..,..,1956,..,5,0,5,0,5,..,76,10,85,9,90,..,0,0,0,0,0,..,0,0,0,0,0,..,7,4,13,0,13,..,4,0,4,0,4,..,13,4,15,0,15,..,9,0,9,0,9,..,3,0,3,0,3,..,12,0,12,0,12,..,0,0,0,0,0
211011251,0,29,..,3,0,3,0,3,..,4,0,4,0,4,..,36,5,44,0,43,..,25,23,47,0,47,..,8,0,12,0,10,..,3,0,8,0,8,..,5,0,6,0,6,..,45,0,41,0,41,..,24,0,24,0,24,..,37,0,37,0,37,..,20,0,19,0,19,..,117,0,120,0,120,..,47,3,53,0,49,..,21,0,18,0,19,..,23,5,28,0,26,..,3,0,3,0,3,..,59,28,86,0,86,..,153,33,189,5,193,..,1384,328,1706,16,1725,..,10,9,14,340,351,4113,1389,336,1721,357,6194,8171,..,..,..,..,8171,..,12,0,12,0,12,..,43,7,49,0,49,..,0,0,0,0,0,..,287,129,423,0,421,..,407,154,567,3,565,..,13,9,19,0,20,..,712,296,1006,3,1009,..,18,7,22,0,23,..,29,0,33,0,33,..,22,0,22,0,22,..,231,9,243,3,245
211011254,3,51,..,3,0,3,0,3,..,5,0,5,0,5,..,43,5,47,0,47,..,21,6,23,0,23,..,15,0,13,0,13,..,0,0,0,0,0,..,13,0,8,0,8,..,47,0,47,0,43,..,53,0,56,0,56,..,45,0,50,0,50,..,13,0,13,0,13,..,150,3,156,0,154,..,34,4,35,0,40,..,87,8,95,0,95,..,14,0,12,0,12,..,9,0,6,0,6,..,54,23,74,0,74,..,192,45,235,3,237,..,2062,406,2461,21,2479,..,10,3,11,260,276,4890,2067,407,2473,283,7643,9777,..,..,..,..,9777,..,30,0,30,0,30,..,88,12,97,3,102,..,0,0,0,0,0,..,493,128,621,6,630,..,913,281,1196,8,1203,..,83,24,104,0,108,..,1487,437,1920,9,1935,..,23,0,23,0,23,..,30,0,30,0,29,..,32,0,32,0,32,..,57,0,60,0,60
211011255,0,7,..,4,0,4,0,4,..,3,0,3,0,3,..,3,0,3,0,3,..,13,0,13,0,13,..,7,0,7,0,7,..,0,0,0,0,0,..,10,0,10,0,10,..,6,0,6,0,6,..,7,0,7,0,7,..,14,0,14,0,14,..,9,0,9,0,9,..,31,0,31,0,31,..,14,0,14,0,14,..,11,0,8,0,8,..,0,0,3,0,3,..,4,0,4,0,4,..,8,0,5,0,6,..,70,3,75,0,75,..,518,53,565,0,568,..,6,0,6,134,139,2602,522,53,576,135,3314,5183,..,..,..,..,5183,..,5,0,5,0,5,..,92,4,93,0,100,..,0,0,0,0,0,..,40,4,47,0,47,..,117,41,153,0,153,..,9,3,15,0,15,..,163,50,209,0,209,..,21,0,21,0,21,..,12,0,12,0,12,..,16,0,16,0,16,..,35,0,35,0,35
211011256,0,36,..,3,0,3,0,3,..,7,0,7,0,7,..,35,15,49,0,52,..,36,3,42,0,42,..,22,6,28,0,28,..,0,0,0,0,4,..,24,4,34,0,35,..,31,0,31,0,31,..,32,3,29,0,29,..,41,0,41,0,48,..,19,0,20,0,20,..,122,4,125,0,132,..,33,8,42,0,42,..,74,0,78,0,78,..,13,3,13,0,13,..,13,3,19,0,19,..,40,10,53,0,53,..,206,40,246,3,251,..,1990,398,2393,21,2414,..,19,0,19,224,246,5102,2011,398,2409,241,7756,10095,..,..,..,..,10095,..,18,0,18,0,18,..,198,25,217,3,222,..,0,0,0,0,0,..,390,125,512,4,514,..,658,244,907,0,905,..,123,24,148,0,149,..,1175,391,1566,7,1568,..,51,0,53,0,54,..,12,0,12,0,12,..,45,0,48,0,51,..,53,0,56,0,54
211011257,0,22,..,3,0,3,0,3,..,4,0,4,0,4,..,8,4,14,0,14,..,22,0,22,0,22,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,8,0,8,..,11,0,11,0,11,..,17,3,17,0,17,..,13,0,13,0,13,..,11,0,10,0,10,..,51,3,53,0,53,..,26,0,26,0,26,..,22,0,27,0,27,..,3,0,3,0,3,..,3,0,3,0,3,..,40,15,54,0,54,..,103,23,128,3,125,..,918,167,1086,15,1099,..,4,0,4,68,72,2907,924,167,1090,80,4083,5708,..,..,..,..,5708,..,15,0,15,0,15,..,96,10,107,0,107,..,0,0,0,0,0,..,158,33,194,0,194,..,290,107,394,4,405,..,31,8,40,0,40,..,476,155,631,4,637,..,18,0,23,5,27,..,9,0,9,0,9,..,41,0,41,0,41,..,32,0,35,0,35
211011258,0,12,..,12,0,18,0,18,..,3,0,3,0,3,..,19,6,22,0,22,..,42,3,48,0,48,..,16,0,18,0,18,..,0,0,0,0,0,..,8,0,8,0,8,..,9,0,10,0,10,..,12,0,12,0,12,..,33,0,33,0,33,..,16,0,16,0,16,..,65,0,68,0,68,..,29,4,35,0,35,..,71,9,76,0,76,..,7,0,9,0,9,..,7,0,9,0,9,..,52,21,71,0,71,..,172,28,196,5,195,..,1438,216,1655,9,1666,..,14,0,14,134,146,3525,1448,216,1661,143,5327,7066,..,..,..,..,7066,..,21,0,24,0,24,..,199,17,215,0,215,..,0,0,0,0,0,..,177,55,232,0,230,..,281,114,399,9,406,..,63,14,79,0,79,..,519,179,701,10,711,..,40,0,40,0,40,..,14,0,14,0,14,..,40,0,40,0,40,..,38,0,38,0,38
211011259,0,51,..,7,0,7,0,7,..,4,0,4,0,4,..,24,0,29,3,26,..,21,7,25,0,25,..,12,0,12,0,12,..,0,0,0,0,0,..,26,3,29,0,29,..,20,0,21,0,21,..,27,6,31,0,34,..,36,5,41,0,41,..,9,0,9,0,9,..,99,8,107,0,107,..,30,4,36,0,38,..,46,0,46,0,46,..,11,3,16,0,16,..,9,3,18,0,18,..,83,22,104,0,106,..,179,64,245,4,247,..,1989,473,2466,20,2479,..,14,3,13,215,231,4458,2007,473,2482,235,7173,8799,..,..,..,..,8799,..,8,0,8,0,8,..,75,3,77,0,77,..,0,0,0,0,0,..,677,205,887,4,892,..,863,309,1171,11,1182,..,80,27,103,0,103,..,1618,542,2161,18,2177,..,31,3,31,0,31,..,24,0,28,0,28,..,25,0,24,0,24,..,50,0,51,0,51
211011260,0,62,..,0,0,4,0,9,..,4,0,4,0,4,..,40,0,43,0,43,..,21,0,21,0,21,..,12,0,12,0,12,..,0,0,0,0,0,..,14,0,16,0,18,..,16,0,16,0,16,..,55,5,65,0,65,..,35,0,35,0,35,..,23,0,23,0,23,..,137,5,138,0,138,..,29,3,35,0,35,..,124,5,134,3,135,..,22,4,24,0,24,..,9,3,9,0,9,..,60,27,93,0,93,..,233,58,292,6,297,..,2954,652,3600,25,3633,..,30,7,36,205,241,5407,2982,652,3639,231,9281,10473,..,..,..,..,10473,..,22,0,22,0,21,..,101,15,121,0,121,..,0,0,0,0,0,..,933,245,1172,7,1185,..,1476,506,1982,10,1993,..,168,19,189,0,189,..,2576,769,3343,16,3365,..,18,0,18,0,18,..,37,0,39,0,38,..,39,0,39,0,39,..,80,3,83,0,84
